context_id	word	gold_sense_id	predict_sense_id	positions	context	context_wo	contextmorph	wordpos	feature_cos	feature_prob
450	дерзость	2.1	7	134-143	Трудно объяснить восторг, […] который я испытал тогда от этих двенадцати […] строк безвестного юноши. […] Конечно, молодой напор, […] дерзость: чего стоила одна сакраментальная тогда цифра «37»	Трудно объяснить восторг, […] который я испытал тогда от этих двенадцати […] строк безвестного юноши. […] Конечно, молодой напор, […]   чего стоила одна сакраментальная тогда цифра «37»	трудно_ADV объяснять_VERB восторг_NOUN который_DET я_PRON испытывать_VERB тогда_ADV от_ADP этот_DET двенадцать_NUM строка_NOUN безвестный_ADJ юноша_NOUN конечно_ADV молодой_ADJ напор_NOUN что_PRON стоить_VERB один_DET сакраментальный_ADJ тогда_ADV цифра_NOUN 37_NUM	дерзость_NOUN	[0.37523237, 0.30335975, 0.34889522, 0.29935983, 0.21798295, 0.2527506, 0.34999943, 0.41452786, 0.2944264]	[0.5614860658402461, 0.5512037438924261, 0.5585114524832617, 0.5503090360223255, 0.5368493177730419, 0.5422412870587511, 0.5588298492770996, 0.5708961197836727, 0.5504531542246072]
451	дерзость	2.1	7	48-58	Никто, кроме человека, не может превзойти своей дерзостью дьявола	Никто, кроме человека, не может превзойти своей  дьявола	никто_PRON кроме_ADP человек_NOUN не_PART может_ADV превосходить_VERB свой_DET дьявол_NOUN	дерзость_NOUN	[0.3061855, 0.3000296, 0.28778374, 0.29461527, 0.30748954, 0.31763276, 0.27809602, 0.475126, 0.35351792]	[0.5502568925700632, 0.5506455256778782, 0.5483334857460949, 0.5495169409663224, 0.5518870795085455, 0.5530116497489428, 0.5468238230116681, 0.5810890154427691, 0.5604882736451797]
452	дерзость	2.1	7	62-71	Пред Тобою открыто и Тебе ведомо, что согрешила она […] не по дерзости своей, а по неведению	Пред Тобою открыто и Тебе ведомо, что согрешила она […] не по  своей, а по неведению	пред_ADP ты_PRON открыто_ADV и_SCONJ ты_PRON ведомый_ADJ что_PRON согрешать_VERB она_PRON не_PART по_ADP свой_DET а_PART по_ADP неведение_NOUN	дерзость_NOUN	[0.40331098, 0.38869423, 0.33840117, 0.28071952, 0.33320644, 0.42028618, 0.28319567, 0.45391616, 0.50782293]	[0.5660352392126837, 0.5654601615913813, 0.5567669476970033, 0.5471956802593212, 0.5561914178219776, 0.5699469874933968, 0.5476772948165037, 0.5775288308029953, 0.5864411394855205]
453	дерзость	2.1	4	34-43	Султан Шидар даже расхохотался: – Дерзость этого наглеца поистине беспредельна! Он оправдывает одно преступление другим!	Султан Шидар даже расхохотался: –  этого наглеца поистине беспредельна! Он оправдывает одно преступление другим!	султан_NOUN шидар_NOUN даже_PART расхохотаться_VERB это_PRON наглец_NOUN поистине_ADV беспредельный_ADJ он_PRON оправдывать_VERB один_DET преступление_NOUN другой_DET	дерзость_NOUN	[0.59919655, 0.45633033, 0.4818434, 0.5108336, 0.6655665, 0.5624466, 0.458096, 0.57376534, 0.48841512]	[0.5756254824408182, 0.5594094563421668, 0.562365203111381, 0.5661326319952434, 0.5861774587219616, 0.5722562538494286, 0.5594575655716041, 0.5757095296115302, 0.5644939397340746]
454	дерзость	2.2	3	16-25	Непростительная дерзость – смеяться над национальными святынями!	Непростительная  – смеяться над национальными святынями!	непростительный_ADJ смеяться_VERB над_ADP национальный_ADJ святыня_NOUN	дерзость_NOUN	[0.5447605, 0.5286834, 0.621405, 0.66578496, 0.5833309, 0.5240413, 0.5935912, 0.6307141, 0.5884523]	[0.5698588268253352, 0.5697285910012635, 0.5813253951347118, 0.5870949396266171, 0.5768145736753291, 0.5683759066600352, 0.5779230916451523, 0.5843055061055953, 0.5786445488898339]
455	дерзость	2.2	4	88-97	В прошлом веке носить брюки и стричь волосы для женщины было неслыханной дерзостьюКакая дерзость – курить прямо рядом с кабинетом завуча!	В прошлом веке носить брюки и стричь волосы для женщины было неслыханной дерзостьюКакая  – курить прямо рядом с кабинетом завуча!	в_NOUN прошлое_NOUN век_NOUN носить_VERB брюки_NOUN и_SCONJ стричь_VERB волос_NOUN для_ADP женщина_NOUN быть_VERB неслыханный_ADJ дерзостьюкакать_VERB курить_VERB прямо_PART рядом_ADV с_NOUN кабинет_NOUN завуч_NOUN	дерзость_NOUN	[0.4464944, 0.42646486, 0.40470803, 0.3991666, 0.45646322, 0.5740888, 0.40536964, 0.38333252, 0.4161867]	[0.5730097083200574, 0.5717373199192906, 0.5677643799698202, 0.5669061820362088, 0.5766937070213695, 0.5950057962401097, 0.5680293292617132, 0.5656247969793186, 0.571076979382402]
456	дерзость	2.2	7	85-94	Я сразу невольно переиначил хрестоматийную строчку Гете – надеюсь, простится мне эта дерзость – «Von Mutter hab’ich die Statur»	Я сразу невольно переиначил хрестоматийную строчку Гете – надеюсь, простится мне эта  – «Von Mutter hab’ich die Statur»	я_PRON сразу_ADV невольно_ADV переиначивать_VERB хрестоматийный_ADJ строчка_NOUN гете_NOUN надеяться_VERB прощаться_VERB я_PRON этот_DET	дерзость_NOUN	[0.32231176, 0.3680777, 0.3049909, 0.3844393, 0.30609757, 0.30927497, 0.2871071, 0.480169, 0.39016628]	[0.5423894688375932, 0.5497410627432365, 0.5410387804394087, 0.5517061763265358, 0.5414004500758861, 0.5413787345156688, 0.5387315615179081, 0.5657988778663455, 0.5534960743259415]
457	дерзость	2.2	4	154-163	Но Лейла не сказала – нет. Она сказала: я согласна. Если мне оставят моего ребенка, если новый муж примет этого ребенка, как своего. Это была неслыханная дерзость, нарушение всех устоев	Но Лейла не сказала – нет. Она сказала: я согласна. Если мне оставят моего ребенка, если новый муж примет этого ребенка, как своего. Это была неслыханная   нарушение всех устоев	но_SCONJ лейла_NOUN не_PART сказать_VERB нет_PART она_PRON сказать_VERB я_PRON согласный_ADJ если_SCONJ я_PRON оставлять_VERB мой_DET ребенок_NOUN если_SCONJ новый_ADJ муж_NOUN принимать_VERB это_PRON ребенок_NOUN как_ADV свой_DET это_PRON быть_VERB неслыханный_ADJ нарушение_NOUN все_PRON устой_NOUN	дерзость_NOUN	[0.3704324, 0.3738644, 0.38875583, 0.46046975, 0.51050013, 0.42448944, 0.3211829, 0.48235968, 0.4426667]	[0.5442470178148503, 0.5459187332479589, 0.5474830608598379, 0.556223447568252, 0.5625378866585079, 0.5515271503718084, 0.539357912910748, 0.5601039896437682, 0.5551229642582443]
458	дерзость	4	4	11-20	Творческая дерзость	Творческая	творческий_ADJ	дерзость_NOUN	[0.29643175, 0.25483298, 0.2635376, 0.18946823, 0.22817332, 0.2620771, 0.18662256, 0.16096465, 0.18045041]	[0.5486662352915552, 0.5430573694189128, 0.544283637127848, 0.5319058559363727, 0.5385652814606978, 0.5437921417682899, 0.5314728485716277, 0.52768795948395, 0.5309879562518651]
459	дерзость	4	3	0-9	дерзость художника,	художника,	художник_NOUN	дерзость_NOUN	[0.27712673, 0.19858837, 0.28586328, 0.23917553, 0.23217516, 0.23555958, 0.2119327, 0.2713128, 0.2396696]	[0.5455149942183048, 0.53358676655703, 0.5480129356433614, 0.5402439532145809, 0.5392389041541463, 0.5393805417848164, 0.5357275921735284, 0.5465815586792399, 0.5411171666299788]
460	дерзость	4	4	179-188	Вот оно, чувство и сущность новатора: эту русскую грамматику пишет не на латыни, как было бы естественно и положено по тогдашним правилам, а на русском языке. Какой прорыв, какая дерзость!	Вот оно, чувство и сущность новатора: эту русскую грамматику пишет не на латыни, как было бы естественно и положено по тогдашним правилам, а на русском языке. Какой прорыв, какая	вот_PART оно_PRON чувство_NOUN и_SCONJ сущность_NOUN новатор_NOUN этот_DET русский_ADJ грамматика_NOUN писать_VERB не_PART на_ADP латынь_NOUN как_ADV быть_VERB бы_PART естественно_ADV и_SCONJ положенный_ADJ по_ADP тогдашний_ADJ правило_NOUN а_PART на_ADP русский_ADJ язык_NOUN какой_DET прорыв_NOUN какой_DET	дерзость_NOUN	[0.30632868, 0.46655005, 0.50207007, 0.37376517, 0.4059075, 0.45113927, 0.3722623, 0.41743556, 0.4161452]	[0.5502802467055277, 0.5783739534365492, 0.5837893422045066, 0.56269480419734, 0.568312140094642, 0.575007014844463, 0.5625339257036269, 0.5713866517595602, 0.5710699815007977]
